amod(accounts-2, descriptive-1)
dobj(uses-17, search-22)
aux(bound-24, to-23)
xcomp(uses-17, bound-24)
det(decrease-26, the-25)
dobj(bound-24, decrease-26)
prep(decrease-26, in-27)
pobj(in-27, SYMBOL-28)

advmod(better-11, Furthermore-1)
punct(better-11, ,-2)
det(behavior-6, the-3)
amod(behavior-6, empirical-4)
nn(behavior-6, convergence-5)
nsubj(better-11, behavior-6)
prep(behavior-6, of-7)
pobj(of-7, BMRM-8)
cop(better-11, is-9)
advmod(better-11, much-10)
root(ROOT-0, better-11)
prep(better-11, than-12)
det(rates-16, the-13)
advmod(rates-16, theoretically-14)
amod(rates-16, predicted-15)
pobj(than-12, rates-16)
prep(rates-16, on-17)
det(number-19, a-18)
pobj(on-17, number-19)
prep(number-19, of-20)
amod(problems-23, real-21)
nn(problems-23, life-22)
pobj(of-20, problems-23)

nsubj(show-2, experiments-1)
root(ROOT-0, show-2)
det(algorithm-6, the-3)
amod(algorithm-6, proposed-4)
nn(algorithm-6, qa-5)
nsubj(finds-7, algorithm-6)
ccomp(show-2, finds-7)
amod(assignments-10, better-8)
nn(assignments-10, clustering-9)
dobj(finds-7, assignments-10)
prep(assignments-10, than-11)
pobj(than-11, sa-12)

nn(qa-2, furthermore-1)
root(ROOT-0, qa-2)
amod(qa-2, is-3)
prep(is-3, as-4)
pobj(as-4, easy-5)
prep(easy-5, as-6)
pobj(as-6, sa-7)
aux(implement-9, to-8)
infmod(sa-7, implement-9)

mark(is-4, although-1)
poss(schedule-3, their-2)
nsubj(is-4, schedule-3)
root(ROOT-0, is-4)
prep(is-4, in-5)
pobj(in-5, practice-6)
advmod(slow-8, too-7)
advmod(is-4, slow-8)
prep(slow-8, for-9)
pobj(for-9, clustering-10)
prep(clustering-10, of-11)
det(amount-14, a-12)
amod(amount-14, large-13)
pobj(of-11, amount-14)
prep(amount-14, of-15)
pobj(of-15, data-16)
nsubjpass(known-20, it-17)
auxpass(known-20, is-18)
advmod(known-20, well-19)
rcmod(amount-14, known-20)
mark(finds-24, that-21)
nsubj(finds-24, sa-22)
advmod(finds-24, still-23)
ccomp(known-20, finds-24)
det(solution-28, a-25)
amod(solution-28, reasonably-26)
amod(solution-28, good-27)
dobj(finds-24, solution-28)
advmod(with-30, even-29)
prep(finds-24, with-30)
det(schedule-33, a-31)
amod(schedule-33, faster-32)
pobj(with-30, schedule-33)
mark(proposed-39, than-34)
det(NUMBER-38, what-35)
nn(NUMBER-38, citeauthor-36)
nn(NUMBER-38, geman-37)
nsubj(proposed-39, NUMBER-38)
dep(schedule-33, proposed-39)

prep(quantum-4, in-1)
amod(mechanics-3, statistical-2)
pobj(in-1, mechanics-3)
root(ROOT-0, quantum-4)
nn(qa-6, annealing-5)
nsubjpass(proposed-9, qa-6)
aux(proposed-9, has-7)
auxpass(proposed-9, been-8)
ccomp(quantum-4, proposed-9)
prep(proposed-9, as-10)
det(alternative-13, a-11)
amod(alternative-13, novel-12)
pobj(as-10, alternative-13)
prep(alternative-13, to-14)
nn(CITATION-16, sa-15)
pobj(to-14, CITATION-16)

nsubj(adds-2, qa-1)
root(ROOT-0, adds-2)
det(dimension-4, another-3)
nsubj(see-9, dimension-4)
aux(sa-6, to-5)
infmod(dimension-4, sa-6)
prep(sa-6, for-7)
pobj(for-7, annealing-8)
ccomp(adds-2, see-9)
dobj(see-9, fig-10)

det(variants-3, all-1)
nn(variants-3, pml-2)
nsubj(rely-4, variants-3)
root(ROOT-0, rely-4)
prep(rely-4, on-5)
det(model-9, a-6)
amod(model-9, proper-7)
nn(model-9, sampling-8)
pobj(on-5, model-9)
nsubj(difficult-13, which-10)
aux(difficult-13, may-11)
cop(difficult-13, be-12)
rcmod(model-9, difficult-13)
aux(establish-15, to-14)
ccomp(difficult-13, establish-15)
dobj(establish-15, ignore-16)
cc(ignore-16, or-17)
prep(tell-22, at-18)
pobj(at-18, least-19)
aux(tell-22, do-20)
neg(tell-22, not-21)
conj(ignore-16, tell-22)
advmod(incorporate-25, how-23)
aux(incorporate-25, to-24)
ccomp(tell-22, incorporate-25)
det(function-30, a-26)
advmod(given-28, potentially-27)
amod(function-30, given-28)
nn(function-30, loss-29)
dobj(incorporate-25, function-30)
cc(incorporate-25, and-31)
auxpass(limited-34, are-32)
advmod(limited-34, typically-33)
conj(incorporate-25, limited-34)
aux(semi-36, to-35)
xcomp(limited-34, semi-36)
amod(models-38, parametric-37)
dobj(semi-36, models-38)

prep(applicable-19, unlike-1)
pobj(unlike-1, pml-2)
poss(principle-7, our-3)
amod(principle-7, new-4)
nn(principle-7, loss-5)
nn(principle-7, rank-6)
dobj(works-9, principle-7)
nsubj(works-9, lorp-8)
rcmod(pml-2, works-9)
prep(works-9, without-10)
det(model-15, a-11)
nn(model-15, noise-12)
amod(model-15, stochastic-13)
nn(model-15, sampling-14)
pobj(without-10, model-15)
cc(unlike-1, and-16)
cop(applicable-19, is-17)
advmod(applicable-19, directly-18)
root(ROOT-0, applicable-19)
prep(applicable-19, to-20)
det(regressor-24, any-21)
amod(regressor-24, non-22)
amod(regressor-24, parametric-23)
pobj(to-20, regressor-24)
prep(regressor-24, like-25)
pobj(like-25, knn-26)

prep(clear-34, For-1)
pobj(For-1, example-2)
punct(clear-34, ,-3)
mark(possible-7, while-4)
nsubj(possible-7, it-5)
cop(possible-7, is-6)
advcl(clear-34, possible-7)
aux(account-9, to-8)
xcomp(possible-7, account-9)
prep(account-9, for-10)
amod(aspects-12, certain-11)
pobj(for-10, aspects-12)
prep(aspects-12, of-13)
amod(function-16, nervous-14)
nn(function-16, system-15)
pobj(of-13, function-16)
partmod(aspects-12, using-17)
dobj(using-17, models-18)
nsubj(represent-20, that-19)
rcmod(models-18, represent-20)
det(neuron-22, each-21)
dobj(represent-20, neuron-22)
prep(represent-20, as-23)
det(integrate-26, a-24)
amod(integrate-26, simple-25)
pobj(as-23, integrate-26)
cc(integrate-26, and-27)
nn(device-29, fire-28)
conj(integrate-26, device-29)
punct(clear-34, ,-30)
nsubj(clear-34, it-31)
cop(clear-34, is-32)
advmod(clear-34, increasingly-33)
root(ROOT-0, clear-34)
mark(capture-40, that-35)
det(approach-37, this-36)
nsubj(capture-40, approach-37)
aux(capture-40, does-38)
neg(capture-40, not-39)
ccomp(clear-34, capture-40)
det(range-43, the-41)
amod(range-43, full-42)
dobj(capture-40, range-43)
prep(range-43, of-44)
pobj(of-44, computations-45)
mark(carry-50, that-46)
amod(neurons-49, many-47)
amod(neurons-49, real-48)
nsubj(carry-50, neurons-49)
ccomp(computations-45, carry-50)
prt(carry-50, out-51)
dobj(carry-50, CITATION-52)
punct(CITATION-52, ,-53)
appos(CITATION-52, CITATION-54)
punct(clear-34, .-55)

mark(suggests-4, While-1)
nn(theory-3, cable-2)
nsubj(suggests-4, theory-3)
advcl(know-26, suggests-4)
mark(important-13, that-5)
nsubj(important-13, fluctuations-6)
prep(fluctuations-6, of-7)
det(kind-9, this-8)
pobj(of-7, kind-9)
aux(important-13, might-10)
cop(important-13, be-11)
advmod(important-13, particularly-12)
ccomp(suggests-4, important-13)
prep(important-13, in-14)
amod(structures-16, fine-15)
pobj(in-14, structures-16)
mwe(as-18, such-17)
prep(structures-16, as-18)
pobj(as-18, axons-19)
cc(axons-19, and-20)
nn(CITATION-22, dendrites-21)
conj(axons-19, CITATION-22)
punct(know-26, ,-23)
nsubj(know-26, we-24)
advmod(know-26, nevertheless-25)
root(ROOT-0, know-26)
advmod(little-28, very-27)
dobj(know-26, little-28)
prep(little-28, about-29)
advmod(neuronal-31, how-30)
dep(interact-39, neuronal-31)
amod(gating-35, morphology-32)
cc(morphology-32, and-33)
conj(morphology-32, stochastic-34)
nsubj(interact-39, gating-35)
prep(gating-35, of-36)
nn(channels-38, ion-37)
pobj(of-36, channels-38)
pcomp(about-29, interact-39)
aux(determine-41, to-40)
xcomp(interact-39, determine-41)
advmod(respond-44, how-42)
nsubj(respond-44, neurons-43)
ccomp(determine-41, respond-44)
prep(respond-44, to-45)
amod(input-47, synaptic-46)
pobj(to-45, input-47)
punct(know-26, .-48)

root(ROOT-0, Investigation-1)
prep(Investigation-1, of-2)
pcomp(of-2, stochastic-3)
dobj(stochastic-3, ion-4)
nsubjpass(limited-12, channel-5)
partmod(channel-5, gating-6)
partmod(gating-6, using-7)
amod(simulations-9, numerical-8)
dobj(using-7, simulations-9)
aux(limited-12, has-10)
auxpass(limited-12, been-11)
rcmod(ion-4, limited-12)
prep(limited-12, by-13)
pobj(by-13, trades-offs-14)
prep(trades-offs-14, between-15)
nn(accuracy-17, simulation-16)
pobj(between-15, accuracy-17)
cc(accuracy-17, and-18)
nn(CITATION-21, computation-19)
nn(CITATION-21, time-20)
conj(accuracy-17, CITATION-21)
punct(Investigation-1, .-22)

root(ROOT-0, However-1)
punct(However-1, ,-2)
mark(have-6, as-3)
nn(channels-5, ion-4)
nsubj(have-6, channels-5)
ccomp(,-2, have-6)
amod(states-9, multiple-7)
amod(states-9, functional-8)
dobj(have-6, states-9)
prep(have-6, with-10)
pobj(with-10, transitions-11)
nsubj(depend-14, that-12)
advmod(depend-14, often-13)
rcmod(transitions-11, depend-14)
prep(depend-14, on-15)
det(CITATION-19, the-16)
nn(CITATION-19, membrane-17)
nn(CITATION-19, voltage-18)
pobj(on-15, CITATION-19)
punct(CITATION-19, ,-20)
conj(CITATION-19, CITATION-21)
punct(CITATION-19, ,-22)
conj(CITATION-19, CITATION-23)
punct(CITATION-19, ,-24)
conj(CITATION-19, CITATION-25)
punct(CITATION-19, ,-26)
nsubj(account-31, this-27)
aux(account-31, may-28)
neg(account-31, not-29)
advmod(account-31, accurately-30)
ccomp(depend-14, account-31)
prep(account-31, for-32)
det(noise-34, the-33)
pobj(for-32, noise-34)
partmod(noise-34, introduced-35)
prep(introduced-35, by-36)
nn(currents-39, ion-37)
nn(currents-39, channel-38)
pobj(by-36, currents-39)
punct(have-6, .-40)

advmod(are-12, However-1)
punct(are-12, ,-2)
prep(are-12, for-3)
pobj(for-3, neurons-4)
prep(neurons-4, with-5)
amod(axonal-7, complex-6)
amod(architectures-10, axonal-7)
cc(axonal-7, or-8)
conj(axonal-7, dendritic-9)
pobj(with-5, architectures-10)
expl(are-12, there-11)
root(ROOT-0, are-12)
num(obstacles-15, two-13)
amod(obstacles-15, substantial-14)
nsubj(are-12, obstacles-15)
prep(obstacles-15, to-16)
det(approach-18, this-17)
pobj(to-16, approach-18)
punct(are-12, .-19)

advmod(express-6, First-1)
punct(express-6, ,-2)
amod(neurons-5, typical-3)
amod(neurons-5, central-4)
nsubj(express-6, neurons-5)
nsubjpass(repeated-16, express-6)
amod(numbers-8, large-7)
dobj(express-6, numbers-8)
prep(numbers-8, of-9)
nn(channels-11, ion-10)
pobj(of-9, channels-11)
cc(express-6, and-12)
conj(express-6, simulations-13)
aux(repeated-16, must-14)
auxpass(repeated-16, be-15)
root(ROOT-0, repeated-16)
amod(times-18, many-17)
tmod(repeated-16, times-18)
aux(obtain-20, to-19)
xcomp(repeated-16, obtain-20)
advmod(CITATION-24, statistically-21)
amod(CITATION-24, valid-22)
nn(CITATION-24, descriptions-23)
dobj(obtain-20, CITATION-24)
punct(repeated-16, .-25)

nsubj(task-6, This-1)
cop(task-6, is-2)
det(task-6, a-3)
amod(task-6, formidable-4)
amod(task-6, computational-5)
root(ROOT-0, task-6)
cc(task-6, and-7)
advmod(straightforward-10, even-8)
advmod(straightforward-10, relatively-9)
amod(simulations-11, straightforward-10)
conj(task-6, simulations-11)
prep(simulations-11, of-12)
det(consequences-14, the-13)
pobj(of-12, consequences-14)
prep(consequences-14, of-15)
amod(channel-17, stochastic-16)
pobj(of-15, channel-17)
nsubj(require-20, gating-18)
aux(require-20, can-19)
rcmod(channel-17, require-20)
amod(time-23, substantial-21)
nn(time-23, computing-22)
dobj(require-20, time-23)
punct(task-6, .-24)

advmod(occupies-7, Second-1)
punct(occupies-7, ,-2)
det(channel-6, each-3)
amod(channel-6, neuronal-4)
nn(channel-6, ion-5)
nsubj(occupies-7, channel-6)
root(ROOT-0, occupies-7)
det(location-10, a-8)
amod(location-10, specific-9)
dobj(occupies-7, location-10)
prep(location-10, on-11)
det(membrane-14, the-12)
amod(membrane-14, extra-cellular-13)
pobj(on-11, membrane-14)
punct(occupies-7, ,-15)
mark(represent-20, whereas-16)
amod(models-19, most-17)
amod(models-19, neuronal-18)
nsubj(represent-20, models-19)
ccomp(occupies-7, represent-20)
det(distribution-22, the-21)
dobj(represent-20, distribution-22)
prep(distribution-22, of-23)
nn(channels-25, ion-24)
pobj(of-23, channels-25)
prep(represent-20, as-26)
det(density-28, the-27)
pobj(as-26, density-28)
prep(density-28, of-29)
det(conductance-32, a-30)
amod(conductance-32, deterministic-31)
pobj(of-29, conductance-32)
prep(conductance-32, across-33)
det(area-35, an-34)
pobj(across-33, area-35)
prep(area-35, of-36)
pobj(of-36, membrane-37)
punct(occupies-7, .-38)

mark(successful-6, Although-1)
det(formalism-3, this-2)
nsubj(successful-6, formalism-3)
aux(successful-6, has-4)
cop(successful-6, been-5)
advcl(is-16, successful-6)
prep(successful-6, for-7)
pcomp(for-7, simulating-8)
amod(aspects-10, many-9)
dobj(simulating-8, aspects-10)
prep(aspects-10, of-11)
amod(activity-13, neuronal-12)
pobj(of-11, activity-13)
punct(is-16, ,-14)
nsubj(is-16, it-15)
root(ROOT-0, is-16)
prep(is-16, of-17)
amod(use-19, less-18)
pobj(of-17, use-19)
prep(use-19, for-20)
pobj(for-20, models-21)
nsubj(explore-23, that-22)
rcmod(models-21, explore-23)
det(consequences-25, the-24)
dobj(explore-23, consequences-25)
prep(consequences-25, of-26)
det(localization-28, the-27)
pobj(of-26, localization-28)
prep(localization-28, of-29)
amod(channels-32, individual-30)
nn(channels-32, ion-31)
pobj(of-29, channels-32)
punct(is-16, ,-33)
prep(is-16, for-34)
pobj(for-34, example-35)
aux(evaluate-37, to-36)
infmod(example-35, evaluate-37)
det(effects-40, the-38)
amod(effects-40, macroscopic-39)
dobj(evaluate-37, effects-40)
prep(effects-40, of-41)
amod(range-43, short-42)
pobj(of-41, range-43)
dep(range-43, interactions-44)
prep(interactions-44, between-45)
nn(channels-47, ion-46)
pobj(between-45, channels-47)
cc(channels-47, and-48)
conj(channels-47, other-49)
partmod(other-49, signaling-50)
nn(CITATION-52, molecules-51)
dobj(signaling-50, CITATION-52)
punct(CITATION-52, ,-53)
cc(CITATION-52, or-54)
det(consequences-56, the-55)
conj(CITATION-52, consequences-56)
prep(consequences-56, of-57)
amod(distributions-60, spatially-58)
amod(distributions-60, heterogeneous-59)
pobj(of-57, distributions-60)
prep(distributions-60, of-61)
nn(channels-63, ion-62)
pobj(of-61, channels-63)
prep(consequences-56, within-64)
advmod(small-66, relatively-65)
amod(structures-68, small-66)
amod(structures-68, sub-cellular-67)
pobj(within-64, structures-68)
mwe(as-70, such-69)
prep(structures-68, as-70)
amod(spines-72, dendritic-71)
pobj(as-70, spines-72)
cc(spines-72, and-73)
nn(CITATION-76, axon-74)
nn(CITATION-76, terminals-75)
conj(spines-72, CITATION-76)
punct(CITATION-76, ,-77)
appos(CITATION-76, CITATION-78)
punct(is-16, .-79)

poss(result-2, our-1)
nsubj(settles-3, result-2)
root(ROOT-0, settles-3)
det(conjecture-7, a-4)
amod(conjecture-7, general-5)
nn(conjecture-7, dichotomy-6)
nsubj(resolved-9, conjecture-7)
advmod(resolved-9, previously-8)
ccomp(settles-3, resolved-9)
advmod(resolved-9, only-10)
prep(resolved-9, for-11)
amod(classes-13, certain-12)
pobj(for-11, classes-13)
prep(classes-13, of-14)
pcomp(of-14, directed-15)
dobj(directed-15, graphs-16)
nn(j-22, gutin-17)
nn(j-22, hell-18)
nn(j-22, rafiey-19)
nn(j-22, yeo-20)
nn(j-22, european-21)
dep(graphs-16, j-22)
prep(j-22, of-23)
nn(NUMBER-25, combinatorics-24)
pobj(of-23, NUMBER-25)

prep(is-5, at-1)
pobj(at-1, present-2)
punct(is-5, ,-3)
expl(is-5, there-4)
root(ROOT-0, is-5)
cc(is-5, but-6)
amod(evidence-8, indirect-7)
conj(is-5, evidence-8)
prep(evidence-8, for-9)
det(idea-11, this-10)
pobj(for-9, idea-11)

nsubj(address-2, we-1)
root(ROOT-0, address-2)
num(shortcomings-5, three-3)
amod(shortcomings-5, fundamental-4)
dobj(address-2, shortcomings-5)
prep(shortcomings-5, of-6)
amod(analysis-9, standard-7)
nn(analysis-9, factor-8)
pobj(of-6, analysis-9)
dep(address-2, approaches-10)
nn(NUMBER-12, CITATION-11)
dobj(approaches-10, NUMBER-12)
nsubj(assume-16, we-13)
aux(assume-16, do-14)
neg(assume-16, not-15)
rcmod(NUMBER-12, assume-16)
det(number-19, a-17)
amod(number-19, known-18)
dobj(assume-16, number-19)
prep(number-19, of-20)
pobj(of-20, factors-21)
dep(factors-21, NUMBER-22)
nsubj(assume-26, we-23)
aux(assume-26, do-24)
neg(assume-26, not-25)
rcmod(NUMBER-22, assume-26)
nsubj(NUMBER-30, factors-27)
cop(NUMBER-30, are-28)
amod(NUMBER-30, independent-29)
ccomp(assume-26, NUMBER-30)
nsubj(assume-34, we-31)
aux(assume-34, do-32)
neg(assume-34, not-33)
ccomp(NUMBER-30, assume-34)
det(features-36, all-35)
nsubj(relevant-38, features-36)
cop(relevant-38, are-37)
ccomp(assume-34, relevant-38)
prep(relevant-38, to-39)
det(analysis-42, the-40)
nn(analysis-42, factor-41)
pobj(to-39, analysis-42)

advmod(general-6, however-1)
poss(model-3, our-2)
nsubj(general-6, model-3)
cop(general-6, is-4)
advmod(general-6, more-5)
root(ROOT-0, general-6)

nsubjpass(limited-3, They-1)
auxpass(limited-3, are-2)
root(ROOT-0, limited-3)
prep(limited-3, by-4)
pcomp(by-4, of-5)
nn(scales-10, order-6)
num(scales-10, 100-7)
nn(scales-10, ns-8)
nn(scales-10, time-9)
pobj(of-5, scales-10)
cc(limited-3, and-11)
advmod(limited-3, thus-12)
conj(limited-3, require-13)
xcomp(require-13, using-14)
advmod(constant-17, unrealistically-15)
amod(constant-17, large-16)
dobj(using-14, constant-17)
xcomp(constant-17, pulling-18)
dobj(pulling-18, speeds-19)
punct(limited-3, .-20)

punct(approaches-3, ---1)
det(approaches-3, these-2)
nsubj(differ-5, approaches-3)
advmod(differ-5, thus-4)
root(ROOT-0, differ-5)
prep(differ-5, from-6)
nn(framing-8, message-7)
pobj(from-6, framing-8)
punct(framing-8, ,-9)
nsubj(focuses-11, which-10)
rcmod(framing-8, focuses-11)
prep(focuses-11, on-12)
dep(on-12, how-13)
det(test-15, the-14)
dep(how-13, test-15)
nsubjpass(described-18, outcomes-16)
auxpass(described-18, are-17)
rcmod(test-15, described-18)
cc(described-18, and-19)
conj(described-18, manipulates-20)
nn(framing-24, gain-21)
cc(gain-21, and-22)
conj(gain-21, loss-23)
dobj(manipulates-20, framing-24)

prep(clear-34, For-1)
pobj(For-1, example-2)
punct(clear-34, ,-3)
mark(possible-7, while-4)
nsubj(possible-7, it-5)
cop(possible-7, is-6)
advcl(clear-34, possible-7)
aux(account-9, to-8)
xcomp(possible-7, account-9)
prep(account-9, for-10)
amod(aspects-12, certain-11)
pobj(for-10, aspects-12)
prep(aspects-12, of-13)
amod(function-16, nervous-14)
nn(function-16, system-15)
pobj(of-13, function-16)
partmod(aspects-12, using-17)
dobj(using-17, models-18)
nsubj(represent-20, that-19)
rcmod(models-18, represent-20)
det(neuron-22, each-21)
dobj(represent-20, neuron-22)
prep(represent-20, as-23)
det(integrate-26, a-24)
amod(integrate-26, simple-25)
pobj(as-23, integrate-26)
cc(integrate-26, and-27)
nn(device-29, fire-28)
conj(integrate-26, device-29)
punct(clear-34, ,-30)
nsubj(clear-34, it-31)
cop(clear-34, is-32)
advmod(clear-34, increasingly-33)
root(ROOT-0, clear-34)
mark(capture-40, that-35)
det(approach-37, this-36)
nsubj(capture-40, approach-37)
aux(capture-40, does-38)
neg(capture-40, not-39)
ccomp(clear-34, capture-40)
det(range-43, the-41)
amod(range-43, full-42)
dobj(capture-40, range-43)
prep(range-43, of-44)
pobj(of-44, computations-45)
mark(carry-50, that-46)
amod(neurons-49, many-47)
amod(neurons-49, real-48)
nsubj(carry-50, neurons-49)
ccomp(computations-45, carry-50)
prt(carry-50, out-51)
dobj(carry-50, CITATION-52)
punct(CITATION-52, ,-53)
appos(CITATION-52, CITATION-54)
punct(clear-34, .-55)

mark(suggests-4, While-1)
nn(theory-3, cable-2)
nsubj(suggests-4, theory-3)
advcl(know-26, suggests-4)
mark(important-13, that-5)
nsubj(important-13, fluctuations-6)
prep(fluctuations-6, of-7)
det(kind-9, this-8)
pobj(of-7, kind-9)
aux(important-13, might-10)
cop(important-13, be-11)
advmod(important-13, particularly-12)
ccomp(suggests-4, important-13)
prep(important-13, in-14)
amod(structures-16, fine-15)
pobj(in-14, structures-16)
mwe(as-18, such-17)
prep(structures-16, as-18)
pobj(as-18, axons-19)
cc(axons-19, and-20)
nn(CITATION-22, dendrites-21)
conj(axons-19, CITATION-22)
punct(know-26, ,-23)
nsubj(know-26, we-24)
advmod(know-26, nevertheless-25)
root(ROOT-0, know-26)
advmod(little-28, very-27)
dobj(know-26, little-28)
prep(little-28, about-29)
advmod(neuronal-31, how-30)
dep(interact-39, neuronal-31)
amod(gating-35, morphology-32)
cc(morphology-32, and-33)
conj(morphology-32, stochastic-34)
nsubj(interact-39, gating-35)
prep(gating-35, of-36)
nn(channels-38, ion-37)
pobj(of-36, channels-38)
pcomp(about-29, interact-39)
aux(determine-41, to-40)
xcomp(interact-39, determine-41)
advmod(respond-44, how-42)
nsubj(respond-44, neurons-43)
ccomp(determine-41, respond-44)
prep(respond-44, to-45)
amod(input-47, synaptic-46)
pobj(to-45, input-47)
punct(know-26, .-48)

root(ROOT-0, Investigation-1)
prep(Investigation-1, of-2)
pcomp(of-2, stochastic-3)
dobj(stochastic-3, ion-4)
nsubjpass(limited-12, channel-5)
partmod(channel-5, gating-6)
partmod(gating-6, using-7)
amod(simulations-9, numerical-8)
dobj(using-7, simulations-9)
aux(limited-12, has-10)
auxpass(limited-12, been-11)
rcmod(ion-4, limited-12)
prep(limited-12, by-13)
pobj(by-13, trades-offs-14)
prep(trades-offs-14, between-15)
nn(accuracy-17, simulation-16)
pobj(between-15, accuracy-17)
cc(accuracy-17, and-18)
nn(CITATION-21, computation-19)
nn(CITATION-21, time-20)
conj(accuracy-17, CITATION-21)
punct(Investigation-1, .-22)

root(ROOT-0, However-1)
punct(However-1, ,-2)
mark(have-6, as-3)
nn(channels-5, ion-4)
nsubj(have-6, channels-5)
ccomp(,-2, have-6)
amod(states-9, multiple-7)
amod(states-9, functional-8)
dobj(have-6, states-9)
prep(have-6, with-10)
pobj(with-10, transitions-11)
nsubj(depend-14, that-12)
advmod(depend-14, often-13)
rcmod(transitions-11, depend-14)
prep(depend-14, on-15)
det(CITATION-19, the-16)
nn(CITATION-19, membrane-17)
nn(CITATION-19, voltage-18)
pobj(on-15, CITATION-19)
punct(CITATION-19, ,-20)
conj(CITATION-19, CITATION-21)
punct(CITATION-19, ,-22)
conj(CITATION-19, CITATION-23)
punct(CITATION-19, ,-24)
conj(CITATION-19, CITATION-25)
punct(CITATION-19, ,-26)
nsubj(account-31, this-27)
aux(account-31, may-28)
neg(account-31, not-29)
advmod(account-31, accurately-30)
ccomp(depend-14, account-31)
prep(account-31, for-32)
det(noise-34, the-33)
pobj(for-32, noise-34)
partmod(noise-34, introduced-35)
prep(introduced-35, by-36)
nn(currents-39, ion-37)
nn(currents-39, channel-38)
pobj(by-36, currents-39)
punct(have-6, .-40)

advmod(are-12, However-1)
punct(are-12, ,-2)
prep(are-12, for-3)
pobj(for-3, neurons-4)
prep(neurons-4, with-5)
amod(axonal-7, complex-6)
amod(architectures-10, axonal-7)
cc(axonal-7, or-8)
conj(axonal-7, dendritic-9)
pobj(with-5, architectures-10)
expl(are-12, there-11)
root(ROOT-0, are-12)
num(obstacles-15, two-13)
amod(obstacles-15, substantial-14)
nsubj(are-12, obstacles-15)
prep(obstacles-15, to-16)
det(approach-18, this-17)
pobj(to-16, approach-18)
punct(are-12, .-19)

advmod(express-6, First-1)
punct(express-6, ,-2)
amod(neurons-5, typical-3)
amod(neurons-5, central-4)
nsubj(express-6, neurons-5)
nsubjpass(repeated-16, express-6)
amod(numbers-8, large-7)
dobj(express-6, numbers-8)
prep(numbers-8, of-9)
nn(channels-11, ion-10)
pobj(of-9, channels-11)
cc(express-6, and-12)
conj(express-6, simulations-13)
aux(repeated-16, must-14)
auxpass(repeated-16, be-15)
root(ROOT-0, repeated-16)
amod(times-18, many-17)
tmod(repeated-16, times-18)
aux(obtain-20, to-19)
xcomp(repeated-16, obtain-20)
advmod(CITATION-24, statistically-21)
amod(CITATION-24, valid-22)
nn(CITATION-24, descriptions-23)
dobj(obtain-20, CITATION-24)
punct(repeated-16, .-25)

nsubj(task-6, This-1)
cop(task-6, is-2)
det(task-6, a-3)
amod(task-6, formidable-4)
amod(task-6, computational-5)
root(ROOT-0, task-6)
cc(task-6, and-7)
advmod(straightforward-10, even-8)
advmod(straightforward-10, relatively-9)
amod(simulations-11, straightforward-10)
conj(task-6, simulations-11)
prep(simulations-11, of-12)
det(consequences-14, the-13)
pobj(of-12, consequences-14)
prep(consequences-14, of-15)
amod(channel-17, stochastic-16)
pobj(of-15, channel-17)
nsubj(require-20, gating-18)
aux(require-20, can-19)
rcmod(channel-17, require-20)
amod(time-23, substantial-21)
nn(time-23, computing-22)
dobj(require-20, time-23)
punct(task-6, .-24)

advmod(occupies-7, Second-1)
punct(occupies-7, ,-2)
det(channel-6, each-3)
amod(channel-6, neuronal-4)
nn(channel-6, ion-5)
nsubj(occupies-7, channel-6)
root(ROOT-0, occupies-7)
det(location-10, a-8)
amod(location-10, specific-9)
dobj(occupies-7, location-10)
prep(location-10, on-11)
det(membrane-14, the-12)
amod(membrane-14, extra-cellular-13)
pobj(on-11, membrane-14)
punct(occupies-7, ,-15)
mark(represent-20, whereas-16)
amod(models-19, most-17)
amod(models-19, neuronal-18)
nsubj(represent-20, models-19)
ccomp(occupies-7, represent-20)
det(distribution-22, the-21)
dobj(represent-20, distribution-22)
prep(distribution-22, of-23)
nn(channels-25, ion-24)
pobj(of-23, channels-25)
prep(represent-20, as-26)
det(density-28, the-27)
pobj(as-26, density-28)
prep(density-28, of-29)
det(conductance-32, a-30)
amod(conductance-32, deterministic-31)
pobj(of-29, conductance-32)
prep(conductance-32, across-33)
det(area-35, an-34)
pobj(across-33, area-35)
prep(area-35, of-36)
pobj(of-36, membrane-37)
punct(occupies-7, .-38)

mark(successful-6, Although-1)
det(formalism-3, this-2)
nsubj(successful-6, formalism-3)
aux(successful-6, has-4)
cop(successful-6, been-5)
advcl(is-16, successful-6)
prep(successful-6, for-7)
pcomp(for-7, simulating-8)
amod(aspects-10, many-9)
dobj(simulating-8, aspects-10)
prep(aspects-10, of-11)
amod(activity-13, neuronal-12)
pobj(of-11, activity-13)
punct(is-16, ,-14)
nsubj(is-16, it-15)
root(ROOT-0, is-16)
prep(is-16, of-17)
amod(use-19, less-18)
pobj(of-17, use-19)
prep(use-19, for-20)
pobj(for-20, models-21)
nsubj(explore-23, that-22)
rcmod(models-21, explore-23)
det(consequences-25, the-24)
dobj(explore-23, consequences-25)
prep(consequences-25, of-26)
det(localization-28, the-27)
pobj(of-26, localization-28)
prep(localization-28, of-29)
amod(channels-32, individual-30)
nn(channels-32, ion-31)
pobj(of-29, channels-32)
punct(is-16, ,-33)
prep(is-16, for-34)
pobj(for-34, example-35)
aux(evaluate-37, to-36)
infmod(example-35, evaluate-37)
det(effects-40, the-38)
